"","Event.Name","Start.Date.Time","End.Date.Time","Event.Type","Event.Borough","Event.Location"
"4713","Great Hill Winter Closure 11-1-2021 - 5-1-2022","03/09/2022 12:00:00 AM","03/09/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Great Hill Oval"
"4714","NYC Surfing Surf School","03/09/2022 08:00:00 AM","03/09/2022 03:00:00 PM","Special Event","Queens","Rockaway Beach and Boardwalk: Beach 67th Street Surfing Beach"
"4715","Soccer -Regulation","03/09/2022 07:00:00 AM","03/09/2022 10:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: E"
"4716","Track and Field","03/09/2022 12:00:00 PM","03/09/2022 06:00:00 PM","Sport - Youth","Manhattan","East River Park: Track-01"
"4717","Outdoor Learning renewal permit 599377","03/09/2022 12:30:00 PM","03/09/2022 02:30:00 PM","Special Event","Manhattan","Central Park: Wild West Playground Lawn"
"4718","Soccer - Non Regulation","03/09/2022 03:00:00 PM","03/09/2022 05:00:00 PM","Sport - Youth","Manhattan","Corlears Hook Park: Soccer-01"
"4719","Miscellaneous","05/26/2022 09:00:00 AM","05/26/2022 02:00:00 PM","Special Event","Brooklyn","Linden Park (Gershwin Park - JHS 166): Football-01 ,Linden Park (Gershwin Park - JHS 166): Track-01 ,Linden Park (Gershwin Park - JHS 166): Picnic Area"
"4720","Frisbee Hill Winter Closure Nov. 29, 2021 - April 2, 2022","03/09/2022 12:00:00 AM","03/09/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Frisbee Hill"
"4721","Soccer - Non Regulation","03/09/2022 03:00:00 PM","03/09/2022 07:00:00 PM","Sport - Youth","Brooklyn","Parade Ground: Soccer-11"
"4722","Soccer - Non Regulation","03/08/2022 06:00:00 PM","03/08/2022 08:00:00 PM","Sport - Youth","Brooklyn","Sunset Park: Soccer-01A ,Sunset Park: Soccer-01B"
"4723","Dana Discovery Lawn Winter Closure Oct. 31, 2021 - May 7, 2022","03/11/2022 12:00:00 AM","03/11/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Dana Discovery Center Lawn"
"4724","Soccer - Non Regulation","03/09/2022 04:00:00 PM","03/09/2022 06:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"4725","Lawn Closure of Oval lawn","03/09/2022 12:00:00 AM","03/09/2022 11:00:00 PM","Special Event","Manhattan","Madison Square Park: Oval Lawn"
"4726","Soccer -Regulation","03/09/2022 04:30:00 PM","03/09/2022 07:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Soccer-10 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: East River Fields-Soccer-83"
"4727","Miscellaneous","03/09/2022 08:00:00 AM","03/09/2022 06:00:00 PM","Sport - Youth","Staten Island","Markham Playground: Multi Purpose Play Area-01 ,Markham Playground: Basketball-01 ,Markham Playground: Basketball-02"
"4728","Soccer - Non Regulation","02/27/2022 09:00:00 AM","02/27/2022 11:00:00 AM","Sport - Adult","Brooklyn","Bush Terminal Park: Soccer-02"
"4729","Outdoor Learning- PS 39K- DOE","03/09/2022 09:00:00 AM","03/09/2022 02:00:00 PM","Special Event","Brooklyn","Prospect Park: Bandshell South"
"4730","Locals Surf School","03/09/2022 09:00:00 AM","03/09/2022 01:00:00 PM","Special Event","Queens","Rockaway Beach and Boardwalk: Beach 67th Street Surfing Beach"
"4731","Frisbee","03/08/2022 06:30:00 PM","03/08/2022 09:30:00 PM","Sport - Adult","Manhattan","De Witt Clinton Park: Soccer-01"
"4732","Outside learning","03/09/2022 08:00:00 AM","03/09/2022 03:00:00 PM","Special Event","Bronx","Hunts Point Riverside Park: Hunts Point Riverside Park"
"4733","East Meadow Winter Closure 11-1-21 thru 4-2-22","03/09/2022 12:00:00 AM","03/09/2022 11:59:00 PM","Special Event","Manhattan","Central Park: East Meadow ,Central Park: East Meadow Picnic Zone ,Central Park: East Meadow Clay Area ,Central Park: East Meadow North Lawn"
"4734","Soccer - Non Regulation","03/05/2022 03:00:00 PM","03/05/2022 05:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: East River Fields-Soccer-83"
"4735","Lacrosse","03/09/2022 09:00:00 AM","03/09/2022 05:00:00 PM","Sport - Youth","Manhattan","Marx Brothers Playground: Soccer-01"
"4736","Soccer - Non Regulation","03/09/2022 03:00:00 PM","03/09/2022 06:00:00 PM","Sport - Youth","Manhattan","Chelsea Park: Soccer-01 ,Corlears Hook Park: Soccer-01"
"4737","Lacrosse","03/09/2022 03:30:00 PM","03/09/2022 06:00:00 PM","Sport - Youth","Queens","Frank Principe Park / Maurice Park: Soccer-03"
"4738","Hockey","03/09/2022 03:00:00 PM","03/09/2022 06:00:00 PM","Sport - Adult","Manhattan","Carl Schurz Park: Hockey-01"
"4739","Soccer - Non Regulation","03/09/2022 03:30:00 PM","03/09/2022 05:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Wards Meadow Fields-Soccer-73"
"4740","Arbor Day Celebration","04/29/2022 03:30:00 PM","04/29/2022 05:00:00 PM","Special Event","Queens","Francis Lewis Park: Francis Lewis Park"
"4741","Football Ã¢â¬â Flag Football","03/08/2022 08:00:00 PM","03/08/2022 10:00:00 PM","Sport - Adult","Staten Island","Gen. Douglas MacArthur Park: Multi-Use Field-01"
"4742","Outdoor Learning Initiative","03/09/2022 09:00:00 AM","03/09/2022 01:00:00 PM","Special Event","Brooklyn","Irving Square Park: Irving Square Park"
"4743","Outdoor Learning - LLS","03/09/2022 08:30:00 AM","03/09/2022 02:30:00 PM","Special Event","Brooklyn","Fort Greene Park: Mrytle and Washington Park Entrance"
"4744","Softball (Little league)","03/09/2022 03:30:00 PM","03/09/2022 06:00:00 PM","Sport - Youth","Manhattan","Annunciation Park: Softball-01"
"4745","Parking for Shenyun Performing Arts vehicles at Lincoln Center","03/09/2022 12:01:00 AM","03/09/2022 11:59:00 PM","Production Event","Manhattan","WEST   62 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE"
"4746","NPS.OutdoorLearningschools.nyc.gov","03/09/2022 08:00:00 AM","03/09/2022 03:00:00 PM","Special Event","Queens","Travers Park: Performance Area"
"4747","Celebration","05/10/2022 08:00:00 AM","05/10/2022 10:00:00 AM","Special Event","Manhattan","Central Park: Wagner Cove ,Central Park: Cherry Hill"
"4748","Softball (Little league)","03/09/2022 03:30:00 PM","03/09/2022 06:00:00 PM","Sport - Youth","Brooklyn","Van Voorhees Playground: Softball-01"
"4749","Reservoir North Lawn Winter Closure Dec.2, 2021 - May 7, 2022","03/09/2022 12:00:00 AM","03/09/2022 11:59:00 PM","Special Event","Manhattan","Central Park: North Reservoir Landscape A ,Central Park: North Reservoir Landscape B ,Central Park: North Reservoir Landscape C"
"4750","Turtle Pond Lawn Winter Closure Nov. 29, 2021 - April 2, 2022","03/09/2022 12:00:00 AM","03/09/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Turtle Pond Lawn"
"4751","Soccer - Non Regulation","03/08/2022 06:00:00 PM","03/08/2022 11:00:00 PM","Sport - Adult","Brooklyn","Sternberg Park (Lindsey Park): Football-01"
"4752","Carissa's Baby Shower","08/27/2022 03:00:00 PM","08/27/2022 07:00:00 PM","Special Event","Brooklyn","Prospect Park: CONCERT GROVE PAVILION ,Prospect Park: Concert Grove"
"4753","Soccer - Non Regulation","03/09/2022 08:00:00 AM","03/09/2022 08:00:00 PM","Sport - Youth","Queens","College Point Fields: Soccer-01"
"4754","Celebration","06/03/2022 10:00:00 AM","06/03/2022 11:00:00 AM","Special Event","Brooklyn","Fort Greene Park: Lawn Between Hospital and Tennis Courts"
"4755","Football - Youth","03/09/2022 03:00:00 PM","03/09/2022 08:00:00 PM","Sport - Youth","Staten Island","Fairview Park: Multi-Purpose Play Area-01"
"4756","Lacrosse","03/09/2022 01:00:00 PM","03/09/2022 07:00:00 PM","Sport - Youth","Brooklyn","Parade Ground: Soccer-04A"
"4757","Miscellaneous","05/19/2022 10:00:00 AM","05/19/2022 01:00:00 PM","Special Event","Brooklyn","Sunset Park: Soccer-01A ,Sunset Park: Soccer-01B"
"4758","Football - Youth","03/12/2022 09:00:00 AM","03/12/2022 01:00:00 PM","Sport - Youth","Queens","Brookville Park: Football-01 ,Baisley Pond Park: Football-01"
"4759","Soccer - Non Regulation","02/17/2022 03:00:00 PM","02/17/2022 05:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: East River Fields-Soccer-83"
"4760","OUTDOOR LEARNING TEST APPLICATION","03/09/2022 09:55:00 AM","03/09/2022 02:00:00 PM","Special Event","Queens","Playground Ninety: Playground Ninety - Lawn"
"4761","Baseball - 13 and Older (Little League)","03/09/2022 04:00:00 PM","03/09/2022 06:00:00 PM","Sport - Youth","Manhattan","Harlem River Park: Baseball-01"
"4762","Outdoor Learning -BP International Elementary School","03/09/2022 08:00:00 AM","03/09/2022 03:00:00 PM","Special Event","Brooklyn","Cadman Plaza Park: North Lawn"
"4763","Soccer - Non Regulation","03/09/2022 05:30:00 PM","03/09/2022 08:30:00 PM","Sport - Youth","Queens","Flushing Meadows Corona Park: Soccer-08 ,Flushing Meadows Corona Park: Soccer-09"
"4764","Lawn Closure of Veterans lawn","03/09/2022 12:00:00 AM","03/09/2022 11:00:00 PM","Special Event","Manhattan","Madison Square Park: Veterans Lawn"
"4765","Rugby","03/08/2022 07:30:00 PM","03/08/2022 09:30:00 PM","Sport - Adult","Manhattan","Randall's Island Park: Soccer-10"
"4766","Softball - Adults","03/09/2022 03:00:00 PM","03/09/2022 06:00:00 PM","Sport - Youth","Queens","Queensbridge Park: Softball-03"
"4767","Outdoor Learning-Brooklyn Heights Montessori School-Private","03/09/2022 10:00:00 AM","03/09/2022 03:00:00 PM","Special Event","Brooklyn","Van Voorhees Playground: Sitting Area ,Van Voorhees Playground: Softball-01"
"4768","Celebration","02/20/2022 04:00:00 PM","02/20/2022 06:00:00 PM","Special Event","Manhattan","Central Park: Dene Lawn"
"4769","Soccer - Non Regulation","03/09/2022 04:00:00 PM","03/09/2022 08:00:00 PM","Sport - Youth","Queens","Forest Park: Soccer-01"
"4770","Soccer - Non Regulation","03/09/2022 03:00:00 PM","03/09/2022 06:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"4771","Soccer - Non Regulation","03/03/2022 03:00:00 PM","03/03/2022 05:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: East River Fields-Soccer-83"
"4772","Celebration","05/27/2022 01:00:00 PM","05/27/2022 02:00:00 PM","Special Event","Manhattan","Central Park: Cop Cot"
"4773","Outdoor Learning Permit","03/09/2022 09:30:00 AM","03/09/2022 01:30:00 PM","Special Event","Manhattan","Inwood Hill Park: Emerson Playground"
"4774","Pilgrim Hill Winter Closure Nov. 29, 2021 - May 7, 2022","03/09/2022 12:00:00 AM","03/09/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Pilgrim Hill"
"4775","Soccer -Regulation","03/09/2022 09:00:00 AM","03/09/2022 08:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: East River Fields-Soccer-85"
"4776","Miscellaneous","03/09/2022 10:00:00 AM","03/09/2022 03:00:00 PM","Sport - Youth","Manhattan","Vesuvio Playground: Handball-03"
"4777","Cherry Tree 10 Mile Race","02/20/2022 10:00:00 AM","02/20/2022 12:30:00 PM","Special Event","Brooklyn","Prospect Park: Park Drive - WHOLE DRIVE ,Prospect Park: LeFrak Center at Lakeside"
"4778","Soccer - Non Regulation","03/09/2022 03:00:00 PM","03/09/2022 06:00:00 PM","Sport - Youth","Queens","Frank Principe Park / Maurice Park: Soccer-03"
"4779","Soccer - Non Regulation","03/09/2022 03:00:00 PM","03/09/2022 05:30:00 PM","Sport - Youth","Bronx","St. James Park: Soccer-01"
"4780","Soccer - Non Regulation","03/09/2022 05:00:00 PM","03/09/2022 09:00:00 PM","Sport - Youth","Queens","College Point Fields: Soccer-01"
"4781","Parking for Shenyun Performing Arts vehicles at Lincoln Center","03/11/2022 12:01:00 AM","03/11/2022 11:59:00 PM","Production Event","Manhattan","WEST   62 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE"
"4782","Soccer - Non Regulation","03/12/2022 03:00:00 PM","03/12/2022 05:00:00 PM","Sport - Adult","Brooklyn","McCarren Park: Soccer-01"
"4783","Miscellaneous","03/10/2022 06:00:00 PM","03/10/2022 08:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"4784","Soccer -Regulation","03/09/2022 02:00:00 PM","03/09/2022 06:30:00 PM","Sport - Youth","Staten Island","Bloomingdale Park: Soccer-01"
"4785","Oneida and Friends RAIN DATE","09/18/2022 02:00:00 PM","09/18/2022 07:00:00 PM","Special Event","Queens","Forest Park: Bandshell and Seating"
"4786","Diana Ross Lawn Winter Closure Nov. 29, 2021 - April 2, 2022","03/09/2022 12:00:00 AM","03/09/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Diana Ross Playground Lawn"
"4787","Softball - Adults","03/09/2022 10:00:00 AM","03/09/2022 05:30:00 PM","Sport - Youth","Queens","Queensbridge Park: Softball-02"
"4788","Soccer -Regulation","03/09/2022 10:00:00 AM","03/09/2022 09:30:00 PM","Sport - Adult","Bronx","Macombs Dam Park: Soccer-01"
"4789","Soccer - Non Regulation","03/09/2022 03:30:00 PM","03/09/2022 05:00:00 PM","Sport - Youth","Brooklyn","McLaughlin Park: Soccer-01"
"4790","Soccer - Non Regulation","03/09/2022 01:00:00 PM","03/09/2022 02:30:00 PM","Sport - Adult","Manhattan","Sara D. Roosevelt Park: Nike Field-Soccer-02"
"4791","Outdoor Learning-West End Day School-Private","03/09/2022 08:00:00 AM","03/09/2022 12:00:00 PM","Special Event","Manhattan","Riverside Park: 74th St-Soccer-03 ,Riverside Park: 74th St-Soccer-03"
"4792","Outdoor Learning - Coney Island Prep - Charter","03/09/2022 10:00:00 AM","03/09/2022 12:40:00 PM","Special Event","Brooklyn","McDonald Playground: Multi Purpose Play Area-01"
"4793","2022 Times Square Valentine Heart","03/09/2022 12:00:00 AM","03/09/2022 11:59:00 PM","Special Event","Manhattan","Father Duffy Square: Father Duffy Square"
"4794","Soccer - Non Regulation","02/23/2022 03:00:00 PM","02/23/2022 05:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: East River Fields-Soccer-83"
"4795","Basketball","03/09/2022 03:30:00 PM","03/09/2022 05:30:00 PM","Sport - Youth","Brooklyn","JHS 51 JOP: Basketball-04"
"4796","Fathers Day 2022","06/12/2022 01:00:00 PM","06/12/2022 06:00:00 PM","Special Event","Brooklyn","Herbert Von King Park: Amphitheater ,Herbert Von King Park: Flagpole Picnic Area (No Grilling)"
"4797","Soccer - Non Regulation","03/09/2022 03:30:00 PM","03/09/2022 08:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: East River Fields-Soccer-83"
"4798","Soccer -Regulation","03/11/2022 01:00:00 PM","03/11/2022 04:00:00 PM","Sport - Youth","Bronx","Macombs Dam Park: Soccer-01"
"4799","Mobile COVID-19 Test Site","02/28/2022 07:00:00 AM","02/28/2022 09:00:00 PM","Special Event","Queens","Travers Park: Travers Park"
"4800","Reservoir North Lawn Winter Closure Dec.2, 2021 - May 7, 2022","03/13/2022 12:00:00 AM","03/13/2022 11:59:00 PM","Special Event","Manhattan","Central Park: North Reservoir Landscape A ,Central Park: North Reservoir Landscape B ,Central Park: North Reservoir Landscape C"
"4801","Soccer - Non Regulation","03/10/2022 06:00:00 PM","03/10/2022 10:00:00 PM","Sport - Youth","Brooklyn","Linden Park (Gershwin Park - JHS 166): Football-01"
"4802","Covid - 19 Testing","02/14/2022 07:00:00 AM","02/14/2022 07:00:00 PM","Special Event","Queens","Kennedy Playground /Raymond O'Connor: Kennedy Playground (Raymond O'Connor)"
"4803","Soccer - Non Regulation","03/12/2022 08:00:00 AM","03/12/2022 06:00:00 PM","Sport - Youth","Queens","Flushing Meadows Corona Park: Soccer-03 ,Flushing Meadows Corona Park: Soccer-05 ,Flushing Meadows Corona Park: Soccer-02"
"4804","Soccer -Regulation","03/13/2022 01:00:00 PM","03/13/2022 07:30:00 PM","Sport - Youth","Manhattan","De Witt Clinton Park: Soccer-01"
"4805","Soccer -Regulation","03/10/2022 07:00:00 PM","03/10/2022 09:00:00 PM","Sport - Adult","Manhattan","East River Park: Soccer-02 Grand Street"
"4806","Soccer - Non Regulation","03/12/2022 01:30:00 PM","03/12/2022 03:30:00 PM","Sport - Adult","Manhattan","Corlears Hook Park: Soccer-01"
"4807","Celebration","03/06/2022 12:00:00 PM","03/06/2022 01:00:00 PM","Special Event","Manhattan","Central Park: Wagner Cove ,Central Park: Cherry Hill"
"4808","Miscellaneous","03/12/2022 09:00:00 AM","03/12/2022 05:30:00 PM","Sport - Youth","Bronx","P.S. 29 Ball Field: Softball-01"
"4809","Soccer -Regulation","03/11/2022 08:30:00 AM","03/11/2022 04:00:00 PM","Sport - Youth","Manhattan","Inwood Hill Park: Gaelic-Soccer-01"
"4810","Meet the Native Plants Demonstration Gardens","03/12/2022 12:00:00 AM","03/12/2022 11:00:00 PM","Special Event","Manhattan","Madison Square Park: Southern Fountain Circle Plaza"
"4811","Model Helicopter Flying","03/11/2022 08:00:00 AM","03/11/2022 07:00:00 PM","Special Event","Brooklyn","Calvert Vaux Park: Hobby Field"
"4812","Soccer - Non Regulation","03/12/2022 03:00:00 PM","03/12/2022 04:30:00 PM","Sport - Adult","Manhattan","James J Walker Park: Soccer-01"
"4813","Miscellaneous","03/12/2022 08:00:00 AM","03/12/2022 08:00:00 PM","Sport - Youth","Brooklyn","P.O. Reinaldo Salgado Playground (PS 309): Football-01"
"4814","Baseball - 12 and Under (Little League)","03/13/2022 08:00:00 AM","03/13/2022 08:00:00 PM","Sport - Youth","Brooklyn","Monsignor Crawford Field: Softball-01 ,Monsignor Crawford Field: Softball-02"
"4815","Soccer -Regulation","03/10/2022 04:00:00 PM","03/10/2022 08:00:00 PM","Sport - Youth","Manhattan","Riverside Park: 107th/108th St-Soccer-01 E ,James J Walker Park: Soccer-01 ,De Witt Clinton Park: Soccer-01 ,Harlem River Park: Soccer-01"
"4816","Lacrosse","03/10/2022 03:30:00 PM","03/10/2022 06:00:00 PM","Sport - Youth","Queens","Frank Principe Park / Maurice Park: Soccer-03"
"4817","Miscellaneous","03/10/2022 08:00:00 AM","03/10/2022 05:00:00 PM","Special Event","Bronx","Pelham Bay Park and Orchard Beach: North Picnic Area 10"
"4818","Soccer -Regulation","03/10/2022 08:00:00 AM","03/10/2022 07:00:00 PM","Sport - Youth","Staten Island","Fairview Park: Multi-Purpose Play Area-01"
"4819","Kids Week: Tree Detectives","02/24/2022 11:00:00 AM","02/24/2022 12:00:00 PM","Special Event","Staten Island","Westerleigh Park: Westerleigh Park - Whole Park"
"4820","Hugh Hayden Reflection Board","03/10/2022 12:00:00 PM","03/10/2022 02:00:00 PM","Special Event","Manhattan","Madison Square Park: Veterans Lawn"
"4821","Baseball - 13 and Older (Little League)","03/10/2022 03:30:00 PM","03/10/2022 06:00:00 PM","Sport - Youth","Manhattan","East River Park: Baseball-06"
"4822","Football - Youth","03/10/2022 10:00:00 AM","03/10/2022 08:00:00 PM","Sport - Youth","Brooklyn","Parade Ground: Football-09"
"4823","Centennial Birthday Party and Book Launch","04/23/2022 02:00:00 PM","04/23/2022 04:00:00 PM","Special Event","Manhattan","Central Park: East 72nd Street Playground Lawns"
"4824","Mobile COVID-19 Test Site","03/04/2022 08:00:00 AM","03/04/2022 07:00:00 PM","Special Event","Staten Island","Great Kills Park: Cedar Grove Beach"
"4825","Basketball","03/13/2022 09:00:00 AM","03/13/2022 05:00:00 PM","Sport - Youth","Brooklyn","JHS 51 JOP: Basketball-01 ,JHS 51 JOP: Basketball-02 ,JHS 51 JOP: Basketball-03"
"4826","Mobile Covid-19 test site","02/19/2022 09:00:00 AM","02/19/2022 07:00:00 PM","Street Event","Brooklyn","EAST   95 STREET between LENNOX ROAD and WILLMOHR STREET"
"4827","Walker Park Afterschool","03/10/2022 03:00:00 PM","03/10/2022 06:00:00 PM","Special Event","Staten Island","Walker Park: Walker Park - Whole Park"
"4828","Mobile COVID-19 Test Site","03/08/2022 08:00:00 AM","03/08/2022 07:00:00 PM","Special Event","Staten Island","Great Kills Park: Cedar Grove Beach"
"4829","Soccer - Non Regulation","02/21/2022 01:00:00 PM","02/21/2022 04:00:00 PM","Sport - Youth","Manhattan","Peter's Field: Soccer-01"
"4830","Softball (Little league)","03/10/2022 03:30:00 PM","03/10/2022 05:30:00 PM","Sport - Youth","Manhattan","Baruch Playground: Softball-01"
"4831","Walker Park Afterschool","02/28/2022 03:00:00 PM","02/28/2022 06:00:00 PM","Special Event","Staten Island","Walker Park: Walker Park - Whole Park"
"4832","Picnic House","04/15/2022 12:00:00 PM","04/15/2022 06:00:00 PM","Special Event","Brooklyn","Prospect Park: Picnic House South ,Prospect Park: Picnic House"
"4833","Outdoor Learning - PS 184 Flushing Manor","03/10/2022 07:00:00 AM","03/10/2022 03:00:00 PM","Special Event","Queens","Playground Twenty One: Playground Twenty One"
"4834","Outdoor Learning For PE","03/10/2022 08:30:00 AM","03/10/2022 02:45:00 PM","Special Event","Brooklyn","Shore Road Park and Parkway: 79th St Fields-Softball-01"
"4835","Softball (Little league)","03/10/2022 09:00:00 AM","03/10/2022 06:00:00 PM","Sport - Youth","Queens","Cunningham Park: Softball-21"
"4836","Miscellaneous","03/10/2022 10:00:00 AM","03/10/2022 06:00:00 PM","Sport - Youth","Bronx","Williamsbridge Oval: Soccer-01"
"4837","Lacrosse","03/10/2022 01:00:00 PM","03/10/2022 07:00:00 PM","Sport - Youth","Brooklyn","Parade Ground: Soccer-04A"
"4838","Mobile COVID-19 Test Site","03/01/2022 08:00:00 AM","03/01/2022 07:00:00 PM","Special Event","Staten Island","Great Kills Park: Cedar Grove Beach"
"4839","Soccer - Non Regulation","03/10/2022 08:00:00 AM","03/10/2022 03:30:00 PM","Sport - Youth","Manhattan","De Witt Clinton Park: Soccer-01"
"4840","Soccer -Regulation","03/10/2022 04:30:00 PM","03/10/2022 07:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Soccer-10 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: East River Fields-Soccer-83"
"4841","The House of Royale","07/29/2022 03:00:00 PM","07/29/2022 07:00:00 PM","Special Event","Brooklyn","Brevoort Playground: Performance Area"
"4842","Model Helicopter Flying","03/10/2022 08:00:00 AM","03/10/2022 07:00:00 PM","Special Event","Brooklyn","Calvert Vaux Park: Hobby Field"
"4843","Model Aircraft Flying Field","03/10/2022 08:00:00 AM","03/10/2022 08:00:00 PM","Special Event","Staten Island","LaTourette Park & Golf Course: Model Airplane Field"
"4844","Soccer - Non Regulation","03/12/2022 12:00:00 PM","03/12/2022 10:00:00 PM","Sport - Adult","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: East River Fields-Soccer-85"
"4845","Vaccine Command Center-","03/10/2022 08:00:00 AM","03/10/2022 08:00:00 PM","Special Event","Staten Island","Dugan Playground: Dugan Playground"
"4846","Soccer - Non Regulation","03/10/2022 03:00:00 PM","03/10/2022 07:00:00 PM","Sport - Youth","Brooklyn","Parade Ground: Soccer-11"
"4847","Lawn Closure of Sol Lewitt Lawn","03/12/2022 12:01:00 AM","03/12/2022 12:00:00 PM","Special Event","Manhattan","Madison Square Park: Sol Lewitt / 25th St Lawn South"
"4848","Soccer - Non Regulation","03/13/2022 10:00:00 AM","03/13/2022 11:30:00 AM","Sport - Adult","Brooklyn","Star Spangled Playground (IS 117): Football-01"
"4849","Lacrosse","03/10/2022 02:00:00 PM","03/10/2022 09:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Soccer-10 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fiel"
"4850","RRT - Covid 19 Testing and Vaccine for the Public","02/19/2022 07:00:00 AM","02/20/2022 07:00:00 PM","Street Event","Bronx","WHITE PLAINS ROAD between EAST  212 STREET and EAST  213 STREET"
"4851","Rugby","03/09/2022 07:30:00 PM","03/09/2022 09:30:00 PM","Sport - Adult","Manhattan","Randall's Island Park: Soccer-10"
"4852","Outdoor Learning- PS 39K- DOE","03/10/2022 09:00:00 AM","03/10/2022 02:00:00 PM","Special Event","Brooklyn","Prospect Park: Bandshell South"
"4853","Soccer -Regulation","03/10/2022 08:00:00 AM","03/10/2022 10:30:00 PM","Sport - Adult","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Soccer-10"
"4854","Mobile COVID-19 Test Site","02/26/2022 08:00:00 AM","02/26/2022 07:00:00 PM","Special Event","Staten Island","Great Kills Park: Cedar Grove Beach"
"4855","Softball (Little league)","03/10/2022 03:30:00 PM","03/10/2022 06:00:00 PM","Sport - Youth","Manhattan","Annunciation Park: Softball-01"
"4856","Mobile Covid-19 test site","02/16/2022 07:00:00 AM","02/26/2022 07:00:00 PM","Street Event","Brooklyn","PACIFIC STREET between BUFFALO AVENUE and ROCHESTER AVENUE"
